"start","end","precipitations"
1589166000,1589169600,0
1589169600,1589173200,0
1589173200,1589176800,0
1589176800,1589180400,0
1589180400,1589184000,0
1589184000,1589187600,0
1589187600,1589191200,0
1589191200,1589194800,0
1589194800,1589198400,0
1589198400,1589202000,0
1589202000,1589205600,0
1589205600,1589209200,0
1589209200,1589212800,0.4
1589212800,1589216400,0
1589216400,1589220000,0
1589220000,1589223600,0
1589223600,1589227200,0
1589227200,1589230800,0
1589230800,1589234400,0
1589234400,1589238000,0
1589238000,1589241600,0
1589241600,1589245200,0
1589245200,1589248800,0
1589248800,1589252400,0
1589252400,1589256000,0
1589256000,1589259600,0
1589259600,1589263200,0
1589263200,1589266800,0
1589266800,1589270400,0
1589270400,1589274000,0
1589274000,1589277600,0
1589277600,1589281200,0
1589281200,1589284800,0
1589284800,1589288400,0
1589288400,1589292000,0
1589292000,1589295600,0
1589295600,1589299200,0
1589299200,1589302800,0
1589302800,1589306400,0
1589306400,1589310000,0
1589310000,1589313600,0
1589313600,1589317200,0
1589317200,1589320800,0
1589320800,1589324400,0
1589324400,1589328000,0
1589328000,1589331600,0
1589331600,1589335200,0
1589335200,1589338800,0
1589338800,1589342400,0
1589342400,1589346000,0
1589346000,1589349600,0
1589349600,1589353200,0
1589353200,1589356800,0
1589356800,1589360400,0
1589360400,1589364000,0
1589364000,1589367600,0
1589367600,1589371200,0
1589371200,1589374800,0
1589374800,1589378400,0
1589378400,1589382000,0
1589382000,1589385600,0
1589385600,1589389200,0
1589389200,1589392800,0
1589392800,1589396400,0
1589396400,1589400000,0
1589400000,1589403600,0
1589403600,1589407200,0
1589407200,1589410800,0
1589410800,1589414400,0
1589414400,1589418000,0
1589418000,1589421600,0
1589421600,1589425200,0
1589425200,1589428800,0
1589428800,1589432400,0
1589432400,1589436000,0
1589436000,1589439600,0
1589439600,1589443200,0
1589443200,1589446800,0
1589446800,1589450400,0
1589450400,1589454000,0
1589454000,1589457600,0
1589457600,1589461200,0
1589461200,1589464800,0
1589464800,1589468400,0
1589468400,1589472000,0
1589472000,1589475600,0
1589475600,1589479200,0
1589479200,1589482800,0
1589482800,1589486400,0
1589486400,1589490000,0
1589490000,1589493600,0
1589493600,1589497200,0
1589497200,1589500800,0
1589500800,1589504400,0
1589504400,1589508000,0
1589508000,1589511600,0
1589511600,1589515200,0
1589515200,1589518800,0
1589518800,1589522400,0
1589522400,1589526000,0
1589526000,1589529600,0
1589529600,1589533200,0
1589533200,1589536800,0
1589536800,1589540400,0
1589540400,1589544000,0
1589544000,1589547600,0
1589547600,1589551200,0
1589551200,1589554800,0
1589554800,1589558400,0
1589558400,1589562000,0
1589562000,1589565600,0
1589565600,1589569200,0
1589569200,1589572800,0
1589572800,1589576400,0
1589576400,1589580000,0
1589580000,1589583600,0
1589583600,1589587200,0
1589587200,1589590800,0
1589590800,1589594400,0
1589594400,1589598000,0
1589598000,1589601600,0
1589601600,1589605200,0
1589605200,1589608800,0
1589608800,1589612400,0
1589612400,1589616000,0
1589616000,1589619600,0
1589619600,1589623200,0
1589623200,1589626800,0
1589626800,1589630400,0
1589630400,1589634000,0
1589634000,1589637600,0
1589637600,1589641200,0
1589641200,1589644800,0
1589644800,1589648400,0
1589648400,1589652000,0
1589652000,1589655600,0
1589655600,1589659200,0
1589659200,1589662800,0
1589662800,1589666400,0
1589666400,1589670000,0.2
1589670000,1589673600,0
1589673600,1589677200,0
1589677200,1589680800,0
1589680800,1589684400,0
1589684400,1589688000,0
1589688000,1589691600,0
1589691600,1589695200,0
1589695200,1589698800,0
1589698800,1589702400,0
1589702400,1589706000,0
1589706000,1589709600,0
1589709600,1589713200,0
1589713200,1589716800,0
1589716800,1589720400,0
1589720400,1589724000,0
1589724000,1589727600,0
1589727600,1589731200,0
1589731200,1589734800,0
1589734800,1589738400,0
1589738400,1589742000,0
1589742000,1589745600,0
1589745600,1589749200,0
1589749200,1589752800,0
1589752800,1589756400,0
1589756400,1589760000,0
1589760000,1589763600,0
1589763600,1589767200,0
1589767200,1589770800,0
1589770800,1589774400,0
1589774400,1589778000,0
1589778000,1589781600,0
1589781600,1589785200,0
1589785200,1589788800,0
1589788800,1589792400,0
1589792400,1589796000,0
1589796000,1589799600,0
1589799600,1589803200,0
1589803200,1589806800,0
1589806800,1589810400,0
1589810400,1589814000,1.4
1589814000,1589817600,0.2
1589817600,1589821200,0
1589821200,1589824800,0
1589824800,1589828400,0
1589828400,1589832000,0
1589832000,1589835600,0.8
1589835600,1589839200,0.2
1589839200,1589842800,0
1589842800,1589846400,0
1589846400,1589850000,0
1589850000,1589853600,0.2
1589853600,1589857200,0
1589857200,1589860800,0
1589860800,1589864400,0
1589864400,1589868000,0
1589868000,1589871600,0
1589871600,1589875200,0
1589875200,1589878800,0
1589878800,1589882400,0
1589882400,1589886000,0
1589886000,1589889600,0
1589889600,1589893200,0
1589893200,1589896800,0
1589896800,1589900400,0
1589900400,1589904000,0
1589904000,1589907600,0
1589907600,1589911200,0
1589911200,1589914800,0
1589914800,1589918400,0
1589918400,1589922000,0.2
1589922000,1589925600,0
1589925600,1589929200,0
1589929200,1589932800,0
1589932800,1589936400,0.2
1589936400,1589940000,0
1589940000,1589943600,1
1589943600,1589947200,0.4
1589947200,1589950800,0
1589950800,1589954400,0
1589954400,1589958000,0
1589958000,1589961600,0
1589961600,1589965200,0.2
1589965200,1589968800,0.2
1589968800,1589972400,0
1589972400,1589976000,0
1589976000,1589979600,0
1589979600,1589983200,0
1589983200,1589986800,0
1589986800,1589990400,0
1589990400,1589994000,0
1589994000,1589997600,0
1589997600,1590001200,0
1590001200,1590004800,0
1590004800,1590008400,0
1590008400,1590012000,0
1590012000,1590015600,0
1590015600,1590019200,0
1590019200,1590022800,0
1590022800,1590026400,0
1590026400,1590030000,0
1590030000,1590033600,0
1590033600,1590037200,0
1590037200,1590040800,0
1590040800,1590044400,0
1590044400,1590048000,0
1590048000,1590051600,0
1590051600,1590055200,0
1590055200,1590058800,0
1590058800,1590062400,0
1590062400,1590066000,0
1590066000,1590069600,0
1590069600,1590073200,0
1590073200,1590076800,0
1590076800,1590080400,0
1590080400,1590084000,0
1590084000,1590087600,0
1590087600,1590091200,0
1590091200,1590094800,0
1590094800,1590098400,0
1590098400,1590102000,0
1590102000,1590105600,0
1590105600,1590109200,0
1590109200,1590112800,0
1590112800,1590116400,0
1590116400,1590120000,0
1590120000,1590123600,0
1590123600,1590127200,0
1590127200,1590130800,0
1590130800,1590134400,0
1590134400,1590138000,0
1590138000,1590141600,0
1590141600,1590145200,0
1590145200,1590148800,0
1590148800,1590152400,0
1590152400,1590156000,0
1590156000,1590159600,0
1590159600,1590163200,0
1590163200,1590166800,0
1590166800,1590170400,0
1590170400,1590174000,0
1590174000,1590177600,0
1590177600,1590181200,0
1590181200,1590184800,0
1590184800,1590188400,0
1590188400,1590192000,0
1590192000,1590195600,0
1590195600,1590199200,0
1590199200,1590202800,0
1590202800,1590206400,0
1590206400,1590210000,0
1590210000,1590213600,0
1590213600,1590217200,0
1590217200,1590220800,0
1590220800,1590224400,0
1590224400,1590228000,0
1590228000,1590231600,0
1590231600,1590235200,0
1590235200,1590238800,0
1590238800,1590242400,0
1590242400,1590246000,0
1590246000,1590249600,0
1590249600,1590253200,0
1590253200,1590256800,0
1590256800,1590260400,0
1590260400,1590264000,0
1590264000,1590267600,0
1590267600,1590271200,0
1590271200,1590274800,0
1590274800,1590278400,0
1590278400,1590282000,0
1590282000,1590285600,0
1590285600,1590289200,0
1590289200,1590292800,0
1590292800,1590296400,0
1590296400,1590300000,0
1590300000,1590303600,0
1590303600,1590307200,0
1590307200,1590310800,0
1590310800,1590314400,0
1590314400,1590318000,0
1590318000,1590321600,0
1590321600,1590325200,0
1590325200,1590328800,0
1590328800,1590332400,0
1590332400,1590336000,0
1590336000,1590339600,0
1590339600,1590343200,0
1590343200,1590346800,0
1590346800,1590350400,0
1590350400,1590354000,0
1590354000,1590357600,0
1590357600,1590361200,0
1590361200,1590364800,0
1590364800,1590368400,0
1590368400,1590372000,0
1590372000,1590375600,0
1590375600,1590379200,0
1590379200,1590382800,0
1590382800,1590386400,0
1590386400,1590390000,0
1590390000,1590393600,0
1590393600,1590397200,0
1590397200,1590400800,0
1590400800,1590404400,0
1590404400,1590408000,0
1590408000,1590411600,0
1590411600,1590415200,0
1590415200,1590418800,0
1590418800,1590422400,0
1590422400,1590426000,0
1590426000,1590429600,0
1590429600,1590433200,0
1590433200,1590436800,0
1590436800,1590440400,0
1590440400,1590444000,0
1590444000,1590447600,0
1590447600,1590451200,0
1590451200,1590454800,0
1590454800,1590458400,0
1590458400,1590462000,0
1590462000,1590465600,0
1590465600,1590469200,0
1590469200,1590472800,0
1590472800,1590476400,0
1590476400,1590480000,0
1590480000,1590483600,0
1590483600,1590487200,0
1590487200,1590490800,0
1590490800,1590494400,0
1590494400,1590498000,0
1590498000,1590501600,0
1590501600,1590505200,0
1590505200,1590508800,0
1590508800,1590512400,0
1590512400,1590516000,0
1590516000,1590519600,0
1590519600,1590523200,0
1590523200,1590526800,0
1590526800,1590530400,0
1590530400,1590534000,0
1590534000,1590537600,0
1590537600,1590541200,0
1590541200,1590544800,0
1590544800,1590548400,0
1590548400,1590552000,0
1590552000,1590555600,0
1590555600,1590559200,0
1590559200,1590562800,0
1590562800,1590566400,0
1590566400,1590570000,0
1590570000,1590573600,0
1590573600,1590577200,0
1590577200,1590580800,0
1590580800,1590584400,0
1590584400,1590588000,0
1590588000,1590591600,0
1590591600,1590595200,0
1590595200,1590598800,0
1590598800,1590602400,0
1590602400,1590606000,0
1590606000,1590609600,0
1590609600,1590613200,0
1590613200,1590616800,0
1590616800,1590620400,0
1590620400,1590624000,0
1590624000,1590627600,0
1590627600,1590631200,0
1590631200,1590634800,0
1590634800,1590638400,0
1590638400,1590642000,0
1590642000,1590645600,0
1590645600,1590649200,0
1590649200,1590652800,0
1590652800,1590656400,0
1590656400,1590660000,0
1590660000,1590663600,0
1590663600,1590667200,0
1590667200,1590670800,0
1590670800,1590674400,0
1590674400,1590678000,0
1590678000,1590681600,0
1590681600,1590685200,0
1590685200,1590688800,0
1590688800,1590692400,0
1590692400,1590696000,0
1590696000,1590699600,0
1590699600,1590703200,0
1590703200,1590706800,0
1590706800,1590710400,0
1590710400,1590714000,0
1590714000,1590717600,0.8
1590717600,1590721200,4
1590721200,1590724800,3.6
1590724800,1590728400,1.8
1590728400,1590732000,1.6
1590732000,1590735600,0.4
1590735600,1590739200,0
1590739200,1590742800,0.4
1590742800,1590746400,1.6
1590746400,1590750000,0.8
1590750000,1590753600,0
1590753600,1590757200,0.2
1590757200,1590760800,0
1590760800,1590764400,0
1590764400,1590768000,0
1590768000,1590771600,0
1590771600,1590775200,0
1590775200,1590778800,0
1590778800,1590782400,0
1590782400,1590786000,0
1590786000,1590789600,0
1590789600,1590793200,0
1590793200,1590796800,0
1590796800,1590800400,0
1590800400,1590804000,0
1590804000,1590807600,0
1590807600,1590811200,0
1590811200,1590814800,0
1590814800,1590818400,0
1590818400,1590822000,0
1590822000,1590825600,0
1590825600,1590829200,0
1590829200,1590832800,0
1590832800,1590836400,0
1590836400,1590840000,0
1590840000,1590843600,0
1590843600,1590847200,0
1590847200,1590850800,0
1590850800,1590854400,0
1590854400,1590858000,0
1590858000,1590861600,0
1590861600,1590865200,0
1590865200,1590868800,0
1590868800,1590872400,0
1590872400,1590876000,0
1590876000,1590879600,0
1590879600,1590883200,0
1590883200,1590886800,0
1590886800,1590890400,0
1590890400,1590894000,0
1590894000,1590897600,0
1590897600,1590901200,0
1590901200,1590904800,0
1590904800,1590908400,0
1590908400,1590912000,0
1590912000,1590915600,0
1590915600,1590919200,0
1590919200,1590922800,0
1590922800,1590926400,0
1590926400,1590930000,0
1590930000,1590933600,0
1590933600,1590937200,0
1590937200,1590940800,0
1590940800,1590944400,0
1590944400,1590948000,0
1590948000,1590951600,0
1590951600,1590955200,0
1590955200,1590958800,0
1590958800,1590962400,0
1590962400,1590966000,0
1590966000,1590969600,0
1590969600,1590973200,0
1590973200,1590976800,0
1590976800,1590980400,0
1590980400,1590984000,0
1590984000,1590987600,0
1590987600,1590991200,0
1590991200,1590994800,0
1590994800,1590998400,0
1590998400,1591002000,0
1591002000,1591005600,0
1591005600,1591009200,0
1591009200,1591012800,0
1591012800,1591016400,0
1591016400,1591020000,0
1591020000,1591023600,0
1591023600,1591027200,0
1591027200,1591030800,0
1591030800,1591034400,0
1591034400,1591038000,0
1591038000,1591041600,0
1591041600,1591045200,0
1591045200,1591048800,0
1591048800,1591052400,0
1591052400,1591056000,0
1591056000,1591059600,0
1591059600,1591063200,0
1591063200,1591066800,0
1591066800,1591070400,0
1591070400,1591074000,0
1591074000,1591077600,0
1591077600,1591081200,0
1591081200,1591084800,0
1591084800,1591088400,0
1591088400,1591092000,0
1591092000,1591095600,0
1591095600,1591099200,0
1591099200,1591102800,0
1591102800,1591106400,0
1591106400,1591110000,0
1591110000,1591113600,0
1591113600,1591117200,0
1591117200,1591120800,0
1591120800,1591124400,0
1591124400,1591128000,0
1591128000,1591131600,0
1591131600,1591135200,0
1591135200,1591138800,0
1591138800,1591142400,0
1591142400,1591146000,0
1591146000,1591149600,0
1591149600,1591153200,0
1591153200,1591156800,0
1591156800,1591160400,0
1591160400,1591164000,0
1591164000,1591167600,0
1591167600,1591171200,0
1591171200,1591174800,0
1591174800,1591178400,0
1591178400,1591182000,0
1591182000,1591185600,0
1591185600,1591189200,0
1591189200,1591192800,0
1591192800,1591196400,0
1591196400,1591200000,0
1591200000,1591203600,0
1591203600,1591207200,0
1591207200,1591210800,0
1591210800,1591214400,0
1591214400,1591218000,0
1591218000,1591221600,0
1591221600,1591225200,0
1591225200,1591228800,0
1591228800,1591232400,0
1591232400,1591236000,0
1591236000,1591239600,0
1591239600,1591243200,0
1591243200,1591246800,0
1591246800,1591250400,0
1591250400,1591254000,0.2
1591254000,1591257600,0.6
1591257600,1591261200,1.2
1591261200,1591264800,0.4
1591264800,1591268400,0.4
1591268400,1591272000,0.6
1591272000,1591275600,1.2
1591275600,1591279200,0.4
1591279200,1591282800,0.2
1591282800,1591286400,0
1591286400,1591290000,0
1591290000,1591293600,0.2
1591293600,1591297200,0
1591297200,1591300800,0
1591300800,1591304400,0
1591304400,1591308000,1.8
1591308000,1591311600,2.2
1591311600,1591315200,0.8
1591315200,1591318800,0.6
1591318800,1591322400,0
1591322400,1591326000,2.4
1591326000,1591329600,0.8
1591329600,1591333200,0.6
1591333200,1591336800,0
1591336800,1591340400,0.2
1591340400,1591344000,0
1591344000,1591347600,0
1591347600,1591351200,0
1591351200,1591354800,0
1591354800,1591358400,0
1591358400,1591362000,0
1591362000,1591365600,0
1591365600,1591369200,0
1591369200,1591372800,0
1591372800,1591376400,0
1591376400,1591380000,0
1591380000,1591383600,0
1591383600,1591387200,0
1591387200,1591390800,0
1591390800,1591394400,0
1591394400,1591398000,0
1591398000,1591401600,0
1591401600,1591405200,0
1591405200,1591408800,0
1591408800,1591412400,0
1591412400,1591416000,0
1591416000,1591419600,0
1591419600,1591423200,0
1591423200,1591426800,0
1591426800,1591430400,0
1591430400,1591434000,0
1591434000,1591437600,0
1591437600,1591441200,0
1591441200,1591444800,0
1591444800,1591448400,0
1591448400,1591452000,0
1591452000,1591455600,0
1591455600,1591459200,0
1591459200,1591462800,0
1591462800,1591466400,0
1591466400,1591470000,0
1591470000,1591473600,0
1591473600,1591477200,0
1591477200,1591480800,0
1591480800,1591484400,0
1591484400,1591488000,0
1591488000,1591491600,0
1591491600,1591495200,0
1591495200,1591498800,0
1591498800,1591502400,0
1591502400,1591506000,0
1591506000,1591509600,0
1591509600,1591513200,0
1591513200,1591516800,0
1591516800,1591520400,0
1591520400,1591524000,0
1591524000,1591527600,0
1591527600,1591531200,0
1591531200,1591534800,0
1591534800,1591538400,0
1591538400,1591542000,0
1591542000,1591545600,0
1591545600,1591549200,0
1591549200,1591552800,0
1591552800,1591556400,0
1591556400,1591560000,0
1591560000,1591563600,0
1591563600,1591567200,0.2
1591567200,1591570800,0
1591570800,1591574400,0
1591574400,1591578000,0
1591578000,1591581600,0
1591581600,1591585200,0
1591585200,1591588800,0
1591588800,1591592400,0
1591592400,1591596000,0
1591596000,1591599600,0
1591599600,1591603200,0
1591603200,1591606800,0
1591606800,1591610400,0
1591610400,1591614000,9.6
1591614000,1591617600,1
1591617600,1591621200,0
1591621200,1591624800,25
1591624800,1591628400,9.6
1591628400,1591632000,1
1591632000,1591635600,0
1591635600,1591639200,25
1591639200,1591642800,0
1591642800,1591646400,0
1591646400,1591650000,0
1591650000,1591653600,0
1591653600,1591657200,0
1591657200,1591660800,0
1591660800,1591664400,0
1591664400,1591668000,0
1591668000,1591671600,0
1591671600,1591675200,0
1591675200,1591678800,0
1591678800,1591682400,0
1591682400,1591686000,0
1591686000,1591689600,0
1591689600,1591693200,0
1591693200,1591696800,0
1591696800,1591700400,0
1591700400,1591704000,0
1591704000,1591707600,0
1591707600,1591711200,0.8
1591711200,1591714800,0
1591714800,1591718400,0.2
1591718400,1591722000,0
1591722000,1591725600,0.8
1591725600,1591729200,0
1591729200,1591732800,0.2
1591732800,1591736400,0
1591736400,1591740000,0
1591740000,1591743600,0
1591743600,1591747200,0
1591747200,1591750800,0
1591750800,1591754400,0
1591754400,1591758000,0
1591758000,1591761600,0
1591761600,1591765200,0
1591765200,1591768800,0
1591768800,1591772400,0
1591772400,1591776000,0
1591776000,1591779600,0
1591779600,1591783200,0
1591783200,1591786800,0
1591786800,1591790400,3.8
1591790400,1591794000,0.4
1591794000,1591797600,0
1591797600,1591801200,0
1591801200,1591804800,3.8
1591804800,1591808400,0.4
1591808400,1591812000,0
1591812000,1591815600,0
1591815600,1591819200,0
1591819200,1591822800,0
1591822800,1591826400,0
1591826400,1591830000,0
1591830000,1591833600,0
1591833600,1591837200,0
1591837200,1591840800,0
1591840800,1591844400,0
1591844400,1591848000,0
1591848000,1591851600,0
1591851600,1591855200,0
1591855200,1591858800,0
1591858800,1591862400,0
1591862400,1591866000,0
1591866000,1591869600,0
1591869600,1591873200,0
1591873200,1591876800,0
1591876800,1591880400,0
1591880400,1591884000,0
1591884000,1591887600,1.6
1591887600,1591891200,0.2
1591891200,1591894800,0
1591894800,1591898400,0
1591898400,1591902000,1.6
1591902000,1591905600,0.2
1591905600,1591909200,0
1591909200,1591912800,0
1591912800,1591916400,0
1591916400,1591920000,0
1591920000,1591923600,0
1591923600,1591927200,0
1591927200,1591930800,0
1591930800,1591934400,0
1591934400,1591938000,0
1591938000,1591941600,0
1591941600,1591945200,0
1591945200,1591948800,0
1591948800,1591952400,0
1591952400,1591956000,0
1591956000,1591959600,0
1591959600,1591963200,0
1591963200,1591966800,0
1591966800,1591970400,0
1591970400,1591974000,0
1591974000,1591977600,0
1591977600,1591981200,0
1591981200,1591984800,0
1591984800,1591988400,0
1591988400,1591992000,0
1591992000,1591995600,0
1591995600,1591999200,0
1591999200,1592002800,0
1592002800,1592006400,0
1592006400,1592010000,0
1592010000,1592013600,0
1592013600,1592017200,0
1592017200,1592020800,0
1592020800,1592024400,0
1592024400,1592028000,0
1592028000,1592031600,0
1592031600,1592035200,0
1592035200,1592038800,0
1592038800,1592042400,0
1592042400,1592046000,0
1592046000,1592049600,0
1592049600,1592053200,0
1592053200,1592056800,0
1592056800,1592060400,0
1592060400,1592064000,0
1592064000,1592067600,0
1592067600,1592071200,0
1592071200,1592074800,0
1592074800,1592078400,0
1592078400,1592082000,0.6
1592082000,1592085600,0
1592085600,1592089200,0
1592089200,1592092800,0
1592092800,1592096400,0
1592096400,1592100000,0
1592100000,1592103600,0
1592103600,1592107200,0
1592107200,1592110800,0
1592110800,1592114400,0
1592114400,1592118000,0
1592118000,1592121600,0
1592121600,1592125200,0.2
1592125200,1592128800,0
1592128800,1592132400,0
1592132400,1592136000,0
1592136000,1592139600,0.2
1592139600,1592143200,0
1592143200,1592146800,0
1592146800,1592150400,0
1592150400,1592154000,0
1592154000,1592157600,0
1592157600,1592161200,0
1592161200,1592164800,0
1592164800,1592168400,0
1592168400,1592172000,0
1592172000,1592175600,0
1592175600,1592179200,0
1592179200,1592182800,0
1592182800,1592186400,0
1592186400,1592190000,0
1592190000,1592193600,0
1592193600,1592197200,0
1592197200,1592200800,0
1592200800,1592204400,0
1592204400,1592208000,0
1592208000,1592211600,0
1592211600,1592215200,0
1592215200,1592218800,0
1592218800,1592222400,0
1592222400,1592226000,0
1592226000,1592229600,0
1592229600,1592233200,0
1592233200,1592236800,0
1592236800,1592240400,0
1592240400,1592244000,0
1592244000,1592247600,0
1592247600,1592251200,0.2
1592251200,1592254800,0.4
1592254800,1592258400,0.4
1592258400,1592262000,0.2
1592262000,1592265600,0.2
1592265600,1592269200,0.2
1592269200,1592272800,0
1592272800,1592276400,0.2
1592276400,1592280000,0.2
1592280000,1592283600,0.2
1592283600,1592287200,0
1592287200,1592290800,0
1592290800,1592294400,0
1592294400,1592298000,0
1592298000,1592301600,0
1592301600,1592305200,0
1592305200,1592308800,0
1592308800,1592312400,0
1592312400,1592316000,0
1592316000,1592319600,0
1592319600,1592323200,0
1592323200,1592326800,0
1592326800,1592330400,0
1592330400,1592334000,0
1592334000,1592337600,0
1592337600,1592341200,0
1592341200,1592344800,0
1592344800,1592348400,0
1592348400,1592352000,0
1592352000,1592355600,0
1592355600,1592359200,0
1592359200,1592362800,0
1592362800,1592366400,0
1592366400,1592370000,0
1592370000,1592373600,0
1592373600,1592377200,0
1592377200,1592380800,0
1592380800,1592384400,0
1592384400,1592388000,0
1592388000,1592391600,0
1592391600,1592395200,0
1592395200,1592398800,0.2
1592398800,1592402400,0
1592402400,1592406000,0
1592406000,1592409600,0
1592409600,1592413200,0.2
1592413200,1592416800,0
1592416800,1592420400,0
1592420400,1592424000,0
1592424000,1592427600,0
1592427600,1592431200,0
1592431200,1592434800,0
1592434800,1592438400,0
1592438400,1592442000,0
1592442000,1592445600,0
1592445600,1592449200,0
1592449200,1592452800,0
1592452800,1592456400,0
1592456400,1592460000,0
1592460000,1592463600,0
1592463600,1592467200,0
1592467200,1592470800,0
1592470800,1592474400,0
1592474400,1592478000,0
1592478000,1592481600,0
1592481600,1592485200,0
1592485200,1592488800,0
1592488800,1592492400,0
1592492400,1592496000,0
1592496000,1592499600,0
1592499600,1592503200,0
1592503200,1592506800,0
1592506800,1592510400,0
1592510400,1592514000,0
1592514000,1592517600,0
1592517600,1592521200,0
1592521200,1592524800,0
1592524800,1592528400,0
1592528400,1592532000,0
1592532000,1592535600,0
1592535600,1592539200,0
1592539200,1592542800,0
1592542800,1592546400,0
1592546400,1592550000,0
1592550000,1592553600,0
1592553600,1592557200,0
1592557200,1592560800,0
1592560800,1592564400,0
1592564400,1592568000,0
1592568000,1592571600,0
1592571600,1592575200,0
1592575200,1592578800,0
1592578800,1592582400,0
1592582400,1592586000,0
1592586000,1592589600,0
1592589600,1592593200,0
1592593200,1592596800,0
1592596800,1592600400,0
1592600400,1592604000,0
1592604000,1592607600,0
1592607600,1592611200,0
1592611200,1592614800,0
1592614800,1592618400,0
1592618400,1592622000,0
1592622000,1592625600,0
1592625600,1592629200,0
1592629200,1592632800,0
1592632800,1592636400,0
1592636400,1592640000,0
1592640000,1592643600,0
1592643600,1592647200,0
1592647200,1592650800,0
1592650800,1592654400,0
1592654400,1592658000,0
1592658000,1592661600,0
1592661600,1592665200,0
1592665200,1592668800,0
1592668800,1592672400,0
1592672400,1592676000,0
1592676000,1592679600,0
1592679600,1592683200,0
1592683200,1592686800,0
1592686800,1592690400,0
1592690400,1592694000,0
1592694000,1592697600,0
1592697600,1592701200,0
1592701200,1592704800,0
1592704800,1592708400,0
1592708400,1592712000,0
1592712000,1592715600,0
1592715600,1592719200,0
1592719200,1592722800,0
1592722800,1592726400,0
1592726400,1592730000,0
1592730000,1592733600,0
1592733600,1592737200,0
1592737200,1592740800,0
1592740800,1592744400,0
1592744400,1592748000,0
1592748000,1592751600,0
1592751600,1592755200,0
1592755200,1592758800,0
1592758800,1592762400,0
1592762400,1592766000,0
1592766000,1592769600,0
1592769600,1592773200,0
1592773200,1592776800,0
1592776800,1592780400,0
1592780400,1592784000,0
1592784000,1592787600,0
1592787600,1592791200,0
1592791200,1592794800,0
1592794800,1592798400,0
1592798400,1592802000,0
1592802000,1592805600,0
1592805600,1592809200,0
1592809200,1592812800,0
1592812800,1592816400,0
1592816400,1592820000,0
1592820000,1592823600,0
1592823600,1592827200,0
1592827200,1592830800,0
1592830800,1592834400,0
1592834400,1592838000,0
1592838000,1592841600,0
1592841600,1592845200,0
1592845200,1592848800,0
1592848800,1592852400,0
1592852400,1592856000,0
1592856000,1592859600,0
1592859600,1592863200,0
1592863200,1592866800,0
1592866800,1592870400,0
1592870400,1592874000,0
1592874000,1592877600,0
1592877600,1592881200,0
1592881200,1592884800,0
1592884800,1592888400,0
1592888400,1592892000,0
1592892000,1592895600,0
1592895600,1592899200,0
1592899200,1592902800,0
1592902800,1592906400,0
1592906400,1592910000,0
1592910000,1592913600,0
1592913600,1592917200,0
1592917200,1592920800,0
1592920800,1592924400,0
1592924400,1592928000,0
1592928000,1592931600,0
1592931600,1592935200,0
1592935200,1592938800,0
1592938800,1592942400,0
1592942400,1592946000,0
1592946000,1592949600,0
1592949600,1592953200,0
