"start","end","humidity"
1596567600,1596571200,85.2
1596571200,1596574800,91.8
1596574800,1596578400,92.85
1596578400,1596582000,93.7
1596582000,1596585600,95.2
1596585600,1596589200,96.4
1596589200,1596592800,97.05
1596592800,1596596400,97.25
1596596400,1596600000,96.95
1596600000,1596603600,96.5
1596603600,1596607200,96.05
1596607200,1596610800,95.15
1596610800,1596614400,93.35
1596614400,1596618000,90.2
1596618000,1596621600,77.75
1596621600,1596625200,70.65
1596625200,1596628800,66.6
1596628800,1596632400,65
1596632400,1596636000,65.3
1596636000,1596639600,65.05
1596639600,1596643200,66.55
1596643200,1596646800,67.45
1596646800,1596650400,68.05
1596650400,1596654000,74.5
1596654000,1596657600,86.9
1596657600,1596661200,91.8
1596661200,1596664800,91.7
1596664800,1596668400,93.2
1596668400,1596672000,92.75
1596672000,1596675600,92.25
1596675600,1596679200,91.8
1596679200,1596682800,93.4
1596682800,1596686400,90
1596686400,1596690000,85.05
1596690000,1596693600,84.45
1596693600,1596697200,84.9
1596697200,1596700800,81.25
1596700800,1596704400,76.75
1596704400,1596708000,72.75
